crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,collision_id,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,crash_hour,crash_year,crash_month
2015-04-18,15:30:00,BROOKLYN,11207,40.6562053,-73.8866876,"(40.6562053, -73.8866876)",WORTMAN AVENUE                  ,VERMONT STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3204725,PASSENGER VEHICLE,,,,,15,2015,2015-04
2021-01-29,20:55:00,QUEENS,11421,40.685654,-73.86427,"(40.685654, -73.86427)",ROCKAWAY BOULEVARD              ,76 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4388367,Sedan,Sedan,,,,20,2021,2021-01
2014-07-18,16:30:00,Unknown,,,,,NORTHERN BOULEVARD              ,220 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,995678,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,16,2014,2014-07
2014-06-11,16:53:00,MANHATTAN,10027,40.8136608,-73.9477364,"(40.8136608, -73.9477364)",,,253 WEST 131 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,350228,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,16,2014,2014-06
2014-03-31,11:00:00,QUEENS,11432,40.7107097,-73.7930392,"(40.7107097, -73.7930392)",169 STREET                      ,HILLSIDE AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,313209,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11,2014,2014-03
2013-06-27,00:20:00,Unknown,,40.7320364,-73.9189192,"(40.7320364, -73.9189192)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Driver Inattention/Distraction,Unspecified,,,3045595,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,2013,2013-06
2019-10-09,09:35:00,BRONX,10460,40.842148,-73.87186,"(40.842148, -73.87186)",,,516       MORRIS PARK AVENUE            ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4220772,Pick-up Truck,Pick-up Truck,,,,9,2019,2019-10
2014-07-30,08:28:00,MANHATTAN,10031,40.8326963,-73.9497125,"(40.8326963, -73.9497125)",WEST 153 STREET                 ,RIVERSIDE DRIVE                 ,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,1000795,,,,,,8,2014,2014-07
2021-12-19,19:00:00,Unknown,,40.74105,-73.72587,"(40.74105, -73.72587)",CROSS ISLAND PARKWAY,UNION TURNPIKE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4487791,Sedan,Sedan,,,,19,2021,2021-12
2016-01-28,07:00:00,BRONX,10470,40.9035499,-73.8548262,"(40.9035499, -73.8548262)",BRONX BOULEVARD                 ,EAST 240 STREET                 ,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3378952,PASSENGER VEHICLE,UNKNOWN,,,,7,2016,2016-01
2017-01-12,11:30:00,BRONX,10453,40.85997,-73.9085,"(40.85997, -73.9085)",,,98        WEST 183 STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3597067,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11,2017,2017-01
2019-07-21,21:15:00,STATEN ISLAND,10301,40.61118,-74.105606,"(40.61118, -74.105606)",RENWICK AVENUE                  ,LITTLE CLOVE ROAD,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4175312,Sedan,,,,,21,2019,2019-07
2018-04-09,14:03:00,BROOKLYN,11237,40.6993,-73.91361,"(40.6993, -73.91361)",LINDEN STREET                   ,MYRTLE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878197,Box Truck,,,,,14,2018,2018-04
2019-06-22,13:00:00,Unknown,,40.76235,-73.778984,"(40.76235, -73.778984)",CLEARVIEW EXPRESSWAY            ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,,,4159103,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,,13,2019,2019-06
2018-04-25,09:00:00,BRONX,10467,40.861343,-73.86749,"(40.861343, -73.86749)",WHITE PLAINS ROAD               ,WARING AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3888187,Station Wagon/Sport Utility Vehicle,Sedan,,,,9,2018,2018-04
2016-05-21,18:00:00,BRONX,10467,40.866577,-73.867325,"(40.866577, -73.867325)",WHITE PLAINS ROAD               ,BRITTON STREET,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3449462,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,,18,2016,2016-05
2014-07-16,19:00:00,BRONX,10475,40.8900764,-73.8198489,"(40.8900764, -73.8198489)",BOSTON ROAD                     ,ROPES AVENUE                    ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,994425,SPORT UTILITY / STATION WAGON,MOTORCYCLE,,,,19,2014,2014-07
2019-07-19,21:50:00,QUEENS,11385,40.70552,-73.85809,"(40.70552, -73.85809)",,,80-09     WOODHAVEN BOULEVARD           ,0,0,0,0,0,0,0,0,Unspecified,,,,,4174006,Sedan,,,,,21,2019,2019-07
2022-04-09,18:00:00,QUEENS,11434,40.672844,-73.76405,"(40.672844, -73.76405)",182 STREET,FARMERS BOULEVARD,,3,0,0,0,0,0,3,0,Following Too Closely,Unspecified,,,,4517583,Sedan,Bus,,,,18,2022,2022-04
2013-05-06,08:45:00,Unknown,,,,,,,PARKING LOT-772 EDGEWATER RD 320 ROW D  ,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,77380,SMALL COM VEH(4 TIRES) ,SMALL COM VEH(4 TIRES) ,,,,8,2013,2013-05
2017-12-01,13:50:00,BROOKLYN,11210,40.61732,-73.94408,"(40.61732, -73.94408)",AVENUE N                        ,EAST 31 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3802298,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,13,2017,2017-12
2020-10-27,15:59:00,BROOKLYN,11235,40.58091,-73.93597,"(40.58091, -73.93597)",,,1830      SHORE BOULEVARD               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4361840,Station Wagon/Sport Utility Vehicle,Sedan,,,,15,2020,2020-10
2020-08-01,09:45:00,Unknown,,,,,BROOKLYN QNS EXPRESSWAY         ,CADMAN PLAZA EAST,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,4333834,Convertible,Tractor Truck Diesel,,,,9,2020,2020-08
2017-11-23,17:45:00,Unknown,,40.86897,-73.83282,"(40.86897, -73.83282)",NEW ENGLAND THRUWAY             ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3834161,Sedan,Tractor Truck Diesel,,,,17,2017,2017-11
2015-10-18,16:10:00,Unknown,,40.6664063,-73.8026224,"(40.6664063, -73.8026224)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3317835,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,16,2015,2015-10
2015-01-09,09:47:00,Unknown,,,,,SEDGWICK AVENUE                 ,WEST BURNSIDE AVENUE            ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3151067,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,9,2015,2015-01
2017-01-04,14:00:00,Unknown,,40.758057,-73.95914,"(40.758057, -73.95914)",FDR DRIVE                       ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,3592070,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,14,2017,2017-01
2013-09-01,12:00:00,BROOKLYN,11225,40.6572314,-73.9602427,"(40.6572314, -73.9602427)",FLATBUSH AVENUE                 ,HAWTHORNE STREET                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,154687,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,12,2013,2013-09
2024-03-20,14:10:00,MANHATTAN,10027,40.80904,-73.948524,"(40.80904, -73.948524)",,,158       WEST 125 STREET,0,0,0,0,0,0,0,0,Turning Improperly,Passenger Distraction,,,,4711072,Sedan,Motorcycle,,,,14,2024,2024-03
2015-11-07,16:24:00,MANHATTAN,10019,40.7679171,-73.9857147,"(40.7679171, -73.9857147)",WEST 57 STREET                  ,9 AVENUE                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3330392,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,,16,2015,2015-11
2014-03-11,23:20:00,Unknown,,40.6903113,-73.9988005,"(40.6903113, -73.9988005)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Traffic Control Disregarded,,,,2976733,LIVERY VEHICLE,PASSENGER VEHICLE,,,,23,2014,2014-03
2018-08-06,13:45:00,BRONX,10462,40.83378,-73.84832,"(40.83378, -73.84832)",NEWBOLD AVENUE                  ,HAVEMEYER AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3957054,Station Wagon/Sport Utility Vehicle,,,,,13,2018,2018-08
2014-10-03,12:49:00,QUEENS,11104,40.7489278,-73.9137461,"(40.7489278, -73.9137461)",50 STREET                       ,39 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,1033661,PASSENGER VEHICLE,UNKNOWN,,,,12,2014,2014-10
2014-01-25,11:14:00,MANHATTAN,10033,40.8489388,-73.9370711,"(40.8489388, -73.9370711)",BROADWAY                        ,WEST 179 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,72381,VAN,PASSENGER VEHICLE,,,,11,2014,2014-01
2018-12-19,10:00:00,QUEENS,11373,40.73918,-73.87781,"(40.73918, -73.87781)",,,85-14     BROADWAY                      ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4048022,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,10,2018,2018-12
2023-01-15,01:00:00,Unknown,,40.655994,-73.90919,"(40.655994, -73.90919)",HEGEMAN AVENUE,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4598034,Sedan,Sedan,Sedan,,,1,2023,2023-01
2014-11-11,14:05:00,BRONX,10451,40.8154399,-73.9239995,"(40.8154399, -73.9239995)",MORRIS AVENUE                   ,EAST 144 STREET                 ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,Unspecified,,,2822329,PASSENGER VEHICLE,BICYCLE,BICYCLE,,,14,2014,2014-11
2020-01-31,11:12:00,Unknown,,40.647972,-74.0181,"(40.647972, -74.0181)",2 AVENUE                        ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4281527,Sedan,Sedan,,,,11,2020,2020-01
2020-04-25,16:00:00,Unknown,,40.823647,-73.943855,"(40.823647, -73.943855)",WEST 145 STREET                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4310294,Sedan,Station Wagon/Sport Utility Vehicle,,,,16,2020,2020-04
2022-08-31,20:30:00,Unknown,,,,,,,601       SAINT NICHOLAS AVENUE,1,0,1,0,0,0,0,0,View Obstructed/Limited,,,,,4571813,Station Wagon/Sport Utility Vehicle,,,,,20,2022,2022-08
2016-12-28,18:50:00,Unknown,,,,,BROOKLYN BATTERY TUNNEL         ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3589411,Sedan,Sedan,Sedan,,,18,2016,2016-12
2022-01-15,14:26:00,MANHATTAN,10035,40.807262,-73.9383,"(40.807262, -73.9383)",,,75        EAST 128 STREET,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4495204,Sedan,,,,,14,2022,2022-01
2013-04-24,18:18:00,Unknown,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2927393,UNKNOWN,SPORT UTILITY / STATION WAGON,,,,18,2013,2013-04
2015-08-13,08:00:00,Unknown,,,,,80 STREET                       ,JAMAICA AVENUE                  ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3276883,VAN,,,,,8,2015,2015-08
2016-04-02,12:00:00,Unknown,,,,,FULTON STREET                   ,UTICA AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3420312,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,,12,2016,2016-04
2018-05-24,20:05:00,BROOKLYN,11209,40.61758,-74.03049,"(40.61758, -74.03049)",93 STREET                       ,4 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3914167,,,,,,20,2018,2018-05
2019-12-02,17:00:00,QUEENS,11420,,,,NORTH CONDUIT AVENUE            ,VANWYCK EXPRESSWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4251170,Sedan,Taxi,,,,17,2019,2019-12
2015-04-15,15:20:00,MANHATTAN,10013,40.7184575,-73.9948089,"(40.7184575, -73.9948089)",BOWERY                          ,GRAND STREET                    ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3202754,MOTORCYCLE,OTHER,,,,15,2015,2015-04
2014-08-03,16:30:00,MANHATTAN,10021,40.7731001,-73.9644736,"(40.7731001, -73.9644736)",EAST 74 STREET                  ,MADISON AVENUE                  ,,0,0,0,0,0,0,0,0,Other Vehicular,Lost Consciousness,,,,1002790,PASSENGER VEHICLE,TAXI,,,,16,2014,2014-08
2014-09-22,17:00:00,QUEENS,11385,40.693843,-73.8969119,"(40.693843, -73.8969119)",CYPRESS AVENUE                  ,CABOT ROAD                      ,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,1028507,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,17,2014,2014-09
2013-09-04,21:29:00,QUEENS,11429,40.7110065,-73.7296658,"(40.7110065, -73.7296658)",225 STREET                      ,103 AVENUE                      ,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,Unspecified,,,225187,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,21,2013,2013-09
2015-07-08,12:28:00,MANHATTAN,10022,40.7592841,-73.959265,"(40.7592841, -73.959265)",EAST 60 STREET                  ,YORK AVENUE                     ,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3254158,TAXI,LIVERY VEHICLE,,,,12,2015,2015-07
2020-01-05,06:50:00,STATEN ISLAND,10304,40.617702,-74.09408,"(40.617702, -74.09408)",HILLSIDE AVENUE                 ,HOWARD AVENUE,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,,,,,4269781,Sedan,,,,,6,2020,2020-01
2018-09-03,12:40:00,QUEENS,11412,40.702236,-73.75769,"(40.702236, -73.75769)",198 STREET                      ,112 AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3973890,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,12,2018,2018-09
2015-03-21,08:05:00,MANHATTAN,10016,40.7440912,-73.9763477,"(40.7440912, -73.9763477)",EAST 33 STREET                  ,2 AVENUE                        ,,1,0,0,0,0,0,1,0,Other Vehicular,,,,,3190114,TAXI,,,,,8,2015,2015-03
2020-02-12,15:40:00,STATEN ISLAND,10306,40.57477,-74.11149,"(40.57477, -74.11149)",LOCUST AVENUE                   ,EDISON STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4287543,Station Wagon/Sport Utility Vehicle,Sedan,,,,15,2020,2020-02
2017-04-18,17:00:00,BRONX,10465,40.825592,-73.820984,"(40.825592, -73.820984)",EAST TREMONT AVENUE             ,ROOSEVELT AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3653368,Sedan,Sedan,,,,17,2017,2017-04
2019-12-27,13:00:00,BROOKLYN,11208,40.677055,-73.86659,"(40.677055, -73.86659)",,,223       SHERIDAN AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,,,,,4265924,Sedan,,,,,13,2019,2019-12
2025-11-12,17:00:00,QUEENS,11354,40.757683,-73.8344,"(40.757683, -73.8344)",,,40-24     COLLEGE POINT BLVD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4856860,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,17,2025,2025-11
2014-12-23,11:30:00,Unknown,,,,,212 STREET                      ,JAMAICA AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3142608,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11,2014,2014-12
2021-11-26,18:30:00,QUEENS,11434,40.682888,-73.78488,"(40.682888, -73.78488)",118 AVENUE,LAKEVIEW BOULEVARD EAST,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4482048,Sedan,,,,,18,2021,2021-11
2020-12-09,16:49:00,Unknown,,40.663727,-73.95386,"(40.663727, -73.95386)",ROGERS AVENUE                   ,,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,4374638,Sedan,Sedan,,,,16,2020,2020-12
2015-01-23,11:00:00,MANHATTAN,10065,40.7633655,-73.9592408,"(40.7633655, -73.9592408)",EAST 65 STREET                  ,1 AVENUE                        ,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,View Obstructed/Limited,,,,3157775,SPORT UTILITY / STATION WAGON,TAXI,,,,11,2015,2015-01
2017-12-07,15:00:00,Unknown,,40.743477,-73.73286,"(40.743477, -73.73286)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3804783,Station Wagon/Sport Utility Vehicle,Sedan,,,,15,2017,2017-12
2013-08-25,11:55:00,QUEENS,11691,40.6048499,-73.7482175,"(40.6048499, -73.7482175)",DINSMORE AVENUE                 ,NEILSON STREET                  ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,203207,UNKNOWN,,,,,11,2013,2013-08
2020-10-25,02:00:00,BROOKLYN,11214,40.601555,-73.99061,"(40.601555, -73.99061)",,,8428      23 AVENUE                     ,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,4379745,,,,,,2,2020,2020-10
2021-05-11,17:21:00,Unknown,,40.680477,-73.951164,"(40.680477, -73.951164)",FULTON STREET,ARLINGTON PLACE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4418132,Sedan,,,,,17,2021,2021-05
2024-10-01,05:30:00,Unknown,,,,,UNION TURNPIKE,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,4759987,Sedan,Sedan,,,,5,2024,2024-10
2020-03-04,14:08:00,BRONX,10472,40.830086,-73.87761,"(40.830086, -73.87761)",,,1250      WARD AVENUE                   ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4298116,Sedan,Bus,,,,14,2020,2020-03
2016-06-08,19:10:00,Unknown,,40.661053,-73.88425,"(40.661053, -73.88425)",LINDEN BOULEVARD                ,,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,3465141,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,,19,2016,2016-06
2019-01-14,17:54:00,Unknown,,40.79668,-73.93492,"(40.79668, -73.93492)",EAST 117 STREET                 ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unsafe Lane Changing,Unspecified,,,4067520,Van,Sedan,Sedan,,,17,2019,2019-01
2013-02-07,08:00:00,BROOKLYN,11208,40.6804755,-73.8694089,"(40.6804755, -73.8694089)",WELDON STREET                   ,AUTUMN AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,165928,PASSENGER VEHICLE,UNKNOWN,,,,8,2013,2013-02
2013-04-17,18:10:00,Unknown,,40.6030082,-74.0168756,"(40.6030082, -74.0168756)",,,,2,0,0,0,0,0,2,0,Fatigued/Drowsy,Fatigued/Drowsy,Unspecified,,,2946535,UNKNOWN,PASSENGER VEHICLE,PASSENGER VEHICLE,,,18,2013,2013-04
2014-03-21,09:15:00,MANHATTAN,10069,40.7741151,-73.988627,"(40.7741151, -73.988627)",WEST END AVENUE                 ,WEST 63 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,309289,BUS,SPORT UTILITY / STATION WAGON,,,,9,2014,2014-03
2012-07-31,11:30:00,BROOKLYN,11211,40.7105932,-73.9547354,"(40.7105932, -73.9547354)",BORINQUEN PLACE                 ,SOUTH 2 STREET                  ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,194037,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,,11,2012,2012-07
2015-03-29,15:25:00,QUEENS,11422,40.6573596,-73.7415318,"(40.6573596, -73.7415318)",243 STREET                      ,147 AVENUE                      ,,1,0,0,0,0,0,1,0,Unspecified,,,,,3198086,SPORT UTILITY / STATION WAGON,,,,,15,2015,2015-03
2017-03-05,12:45:00,Unknown,,40.759785,-73.976295,"(40.759785, -73.976295)",WEST 52 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3627143,Van,Taxi,,,,12,2017,2017-03
2015-12-18,16:10:00,QUEENS,11422,40.6735712,-73.7335235,"(40.6735712, -73.7335235)",BROOKVILLE BOULEVARD            ,MERRICK BOULEVARD               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3355742,VAN,OTHER,,,,16,2015,2015-12
2022-12-06,03:15:00,BROOKLYN,11236,40.640812,-73.90793,"(40.640812, -73.90793)",,,739       EAST 89 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4589438,Sedan,Station Wagon/Sport Utility Vehicle,,,,3,2022,2022-12
2013-06-05,16:45:00,QUEENS,11369,40.762658,-73.8732511,"(40.762658, -73.8732511)",ASTORIA BOULEVARD               ,96 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,282267,LIVERY VEHICLE,PASSENGER VEHICLE,,,,16,2013,2013-06
2021-08-12,11:05:00,Unknown,,40.790894,-73.945175,"(40.790894, -73.945175)",3 AVENUE,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4446984,Station Wagon/Sport Utility Vehicle,Sedan,,,,11,2021,2021-08
2018-09-20,08:38:00,Unknown,,40.609806,-74.16041,"(40.609806, -74.16041)",RICHMOND AVENUE                 ,MORANI STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3984339,Sedan,Station Wagon/Sport Utility Vehicle,,,,8,2018,2018-09
2023-07-23,02:15:00,Unknown,,,,,CROSS BAY PARKWAY,ROCKAWAY FREEWAY,,2,0,0,0,0,0,2,0,Alcohol Involvement,,,,,4648485,Motorscooter,,,,,2,2023,2023-07
2016-11-05,20:35:00,BRONX,10473,40.817047,-73.84649,"(40.817047, -73.84649)",TURNER AVENUE                   ,LACOMBE AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3557011,Sedan,,,,,20,2016,2016-11
2015-10-29,14:30:00,Unknown,,,,,WHITESTONE EXPRESSWAY E SVC RD  ,LINDEN PLACE                    ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3325748,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,,14,2015,2015-10
2014-06-26,17:10:00,Unknown,,,,,,,CROSS BRONX EXPRESSWAY                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,358614,UNKNOWN,OTHER,,,,17,2014,2014-06
2017-04-24,09:30:00,BROOKLYN,11203,40.651646,-73.93233,"(40.651646, -73.93233)",EAST 48 STREET                  ,CHURCH AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3657123,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,9,2017,2017-04
2016-10-08,14:15:00,Unknown,,40.75674,-73.907936,"(40.75674, -73.907936)",51 STREET                       ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3537060,Sedan,,,,,14,2016,2016-10
2017-12-13,12:35:00,STATEN ISLAND,10301,40.64196,-74.07705,"(40.64196, -74.07705)",CENTRAL AVENUE                  ,HYATT STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3808535,Sedan,Sedan,,,,12,2017,2017-12
2015-03-31,15:01:00,BRONX,10467,40.8579828,-73.8617906,"(40.8579828, -73.8617906)",PELHAM PARKWAY                  ,BRONXWOOD AVENUE                ,,1,0,1,0,0,0,0,0,Unspecified,,,,,3195059,AMBULANCE,,,,,15,2015,2015-03
2021-08-04,21:10:00,Unknown,,40.81479,-73.93614,"(40.81479, -73.93614)",WEST 138 STREET,5 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4444248,Sedan,Sedan,,,,21,2021,2021-08
2018-02-14,23:30:00,QUEENS,11358,40.753765,-73.80489,"(40.753765, -73.80489)",46 AVENUE                       ,162 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3846226,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,,23,2018,2018-02
2019-11-10,15:00:00,BROOKLYN,11207,40.658577,-73.89063,"(40.658577, -73.89063)",PENNSYLVANIA AVENUE             ,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4238461,Sedan,Station Wagon/Sport Utility Vehicle,,,,15,2019,2019-11
2012-07-01,00:10:00,Unknown,,40.73361,-73.9238405,"(40.73361, -73.9238405)",,,,1,0,0,0,0,0,1,0,Tire Failure/Inadequate,Unspecified,Unspecified,Unspecified,,3044659,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,0,2012,2012-07
2020-03-18,14:40:00,Unknown,,40.69299,-73.95583,"(40.69299, -73.95583)",BEDFORD AVENUE                  ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4303680,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,,14,2020,2020-03
2020-01-20,13:00:00,MANHATTAN,10009,40.726818,-73.983,"(40.726818, -73.983)",,,131       AVENUE A                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4276865,Box Truck,Station Wagon/Sport Utility Vehicle,,,,13,2020,2020-01
2015-07-12,16:16:00,Unknown,,40.7581413,-73.8351603,"(40.7581413, -73.8351603)",,,SKYVIEW PARKING GARAGE                  ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3256837,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,16,2015,2015-07
2020-10-10,13:46:00,Unknown,,40.836502,-73.825165,"(40.836502, -73.825165)",BRUCKNER EXPRESSWAY             ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4356979,Sedan,Sedan,,,,13,2020,2020-10
