crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,collision_id,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,crash_hour,crash_year,crash_month
2021-09-07,01:14:00,QUEENS,11412,40.69467,-73.76343,"(40.69467, -73.76343)",MEXICO STREET,TIOGA DRIVE,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,4465936,Sedan,Sedan,,,,1,2021,2021-09
2016-04-01,17:22:00,MANHATTAN,10007,,,,BROADWAY                        ,CHAMBERS STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3405351,,,,,,17,2016,2016-04
2025-09-28,04:00:00,QUEENS,11419,40.691406,-73.81272,"(40.691406, -73.81272)",134 ST,LIBERTY AVE,,1,0,1,0,0,0,0,0,Aggressive Driving/Road Rage,,,,,4845616,Sedan,,,,,4,2025,2025-09
2015-11-13,05:15:00,Unknown,,,,,,,,0,0,0,0,0,0,0,0,Outside Car Distraction,Outside Car Distraction,,,,3333701,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,5,2015,2015-11
2025-02-28,11:20:00,Unknown,,40.64783,-73.97527,"(40.64783, -73.97527)",CATON AVENUE,OCEAN PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,,,,,4795434,Station Wagon/Sport Utility Vehicle,,,,,11,2025,2025-02
2017-10-31,11:57:00,BROOKLYN,11217,40.68118,-73.97539,"(40.68118, -73.97539)",,,214       FLATBUSH AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3780886,Station Wagon/Sport Utility Vehicle,Tow Truck / Wrecker,,,,11,2017,2017-10
2015-11-14,10:55:00,BROOKLYN,11236,40.6414219,-73.8953894,"(40.6414219, -73.8953894)",EAST 99 STREET                  ,AVENUE K                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3334309,SPORT UTILITY / STATION WAGON,UNKNOWN,,,,10,2015,2015-11
2013-10-03,11:25:00,Unknown,,40.7276628,-73.9293744,"(40.7276628, -73.9293744)",,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,2992363,OTHER,PASSENGER VEHICLE,,,,11,2013,2013-10
2013-07-08,14:30:00,BROOKLYN,11211,40.7151446,-73.95637,"(40.7151446, -73.95637)",ROEBLING STREET                 ,NORTH 5 STREET                  ,,1,0,0,0,1,0,0,0,Obstruction/Debris,Passenger Distraction,,,,199892,PASSENGER VEHICLE,BICYCLE,,,,14,2013,2013-07
2019-10-18,13:00:00,QUEENS,11416,40.68769,-73.85044,"(40.68769, -73.85044)",,,92-10     ATLANTIC AVENUE               ,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,4225288,Sedan,Sedan,,,,13,2019,2019-10
2020-09-25,08:15:00,MANHATTAN,10007,40.71258,-74.00979,"(40.71258, -74.00979)",,,90        CHURCH STREET                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4353241,Sedan,Station Wagon/Sport Utility Vehicle,,,,8,2020,2020-09
2013-08-19,14:59:00,Unknown,,,,,2 AVENUE                        ,EAST HOUSTON STREET             ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,15709,VAN,PASSENGER VEHICLE,,,,14,2013,2013-08
2023-04-17,16:00:00,QUEENS,11428,40.723442,-73.73791,"(40.723442, -73.73791)",,,92-45     SPRINGFIELD BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4626827,Sedan,Sedan,,,,16,2023,2023-04
2017-07-10,17:15:00,Unknown,,40.69819,-73.96191,"(40.69819, -73.96191)",CLASSON AVENUE                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3709668,Station Wagon/Sport Utility Vehicle,Sedan,,,,17,2017,2017-07
2017-12-30,13:30:00,BROOKLYN,11201,40.69926,-73.98854,"(40.69926, -73.98854)",RED CROSS PLACE                 ,ADAMS STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3819608,Station Wagon/Sport Utility Vehicle,Sedan,,,,13,2017,2017-12
2017-06-06,07:50:00,Unknown,,40.675735,-73.89686,"(40.675735, -73.89686)",ATLANTIC AVENUE                 ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3684803,Sedan,Sedan,,,,7,2017,2017-06
2025-08-04,15:00:00,BROOKLYN,11225,40.664227,-73.945465,"(40.664227, -73.945465)",EMPIRE BLVD,BROOKLYN AVE,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,4833200,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,15,2025,2025-08
2014-03-14,12:30:00,QUEENS,11374,40.7319494,-73.8634231,"(40.7319494, -73.8634231)",JUNCTION BOULEVARD              ,62 DRIVE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,307257,SPORT UTILITY / STATION WAGON,UNKNOWN,,,,12,2014,2014-03
2013-08-26,09:45:00,MANHATTAN,10018,40.7595273,-73.999242,"(40.7595273, -73.999242)",11 AVENUE                       ,WEST 40 STREET                  ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,20097,OTHER,PASSENGER VEHICLE,,,,9,2013,2013-08
2014-07-15,05:51:00,BROOKLYN,11210,40.6214741,-73.950711,"(40.6214741, -73.950711)",BEDFORD AVENUE                  ,AVENUE L                        ,,0,0,0,0,0,0,0,0,Other Electronic Device,Unspecified,,,,686369,SPORT UTILITY / STATION WAGON,BUS,,,,5,2014,2014-07
2015-01-07,18:00:00,QUEENS,11375,40.7349781,-73.8532485,"(40.7349781, -73.8532485)",YELLOWSTONE BOULEVARD           ,62 DRIVE                        ,,0,0,0,0,0,0,0,0,Outside Car Distraction,,,,,3149755,PASSENGER VEHICLE,,,,,18,2015,2015-01
2023-01-13,09:25:00,Unknown,,40.74778,-73.81294,"(40.74778, -73.81294)",QUINCE AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4597499,Station Wagon/Sport Utility Vehicle,,,,,9,2023,2023-01
2015-12-05,14:45:00,MANHATTAN,10027,40.8084473,-73.9449951,"(40.8084473, -73.9449951)",WEST 126 STREET                 ,LENOX AVENUE                    ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3347103,SPORT UTILITY / STATION WAGON,TAXI,,,,14,2015,2015-12
2016-04-22,12:00:00,QUEENS,11422,,,,SOUTH CONDUIT AVENUE            ,BROOKVILLE BOULEVARD,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3424289,4 dr sedan,4 dr sedan,,,,12,2016,2016-04
2012-09-08,15:10:00,MANHATTAN,10003,40.7352052,-73.9857867,"(40.7352052, -73.9857867)",EAST 17 STREET                  ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,22160,TAXI,TAXI,,,,15,2012,2012-09
2020-12-18,07:30:00,BROOKLYN,11207,40.666443,-73.893456,"(40.666443, -73.893456)",DUMONT AVENUE                   ,NEW JERSEY AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4377022,Sedan,Sedan,,,,7,2020,2020-12
2017-08-19,07:50:00,STATEN ISLAND,10310,40.631783,-74.11166,"(40.631783, -74.11166)",,,417       BEMENT AVENUE                 ,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,3734742,Sedan,Sedan,Sedan,Sedan,,7,2017,2017-08
2012-12-24,14:10:00,STATEN ISLAND,10314,40.6123771,-74.1332348,"(40.6123771, -74.1332348)",VICTORY BOULEVARD               ,MANN AVENUE                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,286671,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,14,2012,2012-12
2013-02-17,17:00:00,BROOKLYN,11217,40.6879453,-73.9814013,"(40.6879453, -73.9814013)",NEVINS STREET                   ,LIVINGSTON STREET               ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,189121,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,17,2013,2013-02
2021-03-19,16:45:00,Unknown,,40.695908,-73.98322,"(40.695908, -73.98322)",TILLARY STREET                  ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4401247,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,,16,2021,2021-03
2021-05-25,14:45:00,QUEENS,11101,40.743645,-73.94045,"(40.743645, -73.94045)",47 AVENUE,27 STREET,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4420394,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,14,2021,2021-05
2014-10-29,12:13:00,QUEENS,11101,40.752013,-73.9301534,"(40.752013, -73.9301534)",NORTHERN BOULEVARD              ,34 STREET                       ,,0,1,0,1,0,0,0,0,Unspecified,,,,,2815948,PICK-UP TRUCK,,,,,12,2014,2014-10
2016-03-11,19:20:00,Unknown,,,,,,,F/O 2171 FOREST AVENUE                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3403900,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,19,2016,2016-03
2013-03-17,21:40:00,STATEN ISLAND,10307,40.5055275,-74.2381753,"(40.5055275, -74.2381753)",HYLAN BOULEVARD                 ,SPRAGUE AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,302425,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,21,2013,2013-03
2013-11-17,15:18:00,BRONX,10452,40.8443787,-73.9217761,"(40.8443787, -73.9217761)",WEST 172 STREET                 ,PLIMPTON AVENUE                 ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,87949,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,15,2013,2013-11
2015-12-10,08:20:00,STATEN ISLAND,10309,40.5381022,-74.21201,"(40.5381022, -74.21201)",MAGUIRE AVENUE                  ,SINCLAIR AVENUE                 ,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3350693,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,8,2015,2015-12
2015-06-22,18:00:00,MANHATTAN,10016,40.747067,-73.9792374,"(40.747067, -73.9792374)",EAST 35 STREET                  ,LEXINGTON AVENUE                ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3244695,SPORT UTILITY / STATION WAGON,TAXI,,,,18,2015,2015-06
2014-06-14,14:45:00,MANHATTAN,10003,40.7249321,-73.9903419,"(40.7249321, -73.9903419)",2 AVENUE                        ,EAST 2 STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,351198,BUS,SPORT UTILITY / STATION WAGON,,,,14,2014,2014-06
2017-10-24,13:00:00,Unknown,,,,,CROSS BRONX EXPWY SERVICE ROAD  ,OLMSTEAD AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,,,3777313,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,,13,2017,2017-10
2025-06-26,15:07:00,Unknown,,40.770775,-73.91726,"(40.770775, -73.91726)",31 ST,HOYT AVE N,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4824004,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,15,2025,2025-06
2017-04-13,17:50:00,BRONX,10452,40.84126,-73.92805,"(40.84126, -73.92805)",SEDGWICK AVENUE                 ,DEPOT PLACE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3651659,Van,Sedan,,,,17,2017,2017-04
2019-03-02,17:00:00,BROOKLYN,11212,40.660744,-73.92261,"(40.660744, -73.92261)",,,226       EAST 95 STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,4090173,Station Wagon/Sport Utility Vehicle,,,,,17,2019,2019-03
2023-01-23,09:30:00,Unknown,,40.725925,-73.89088,"(40.725925, -73.89088)",LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4600495,Sedan,Tractor Truck Gasoline,,,,9,2023,2023-01
2014-05-16,08:30:00,STATEN ISLAND,10312,40.5404005,-74.181047,"(40.5404005, -74.181047)",NORTH RAILROAD STREET           ,CARLTON BOULEVARD               ,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,336411,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,8,2014,2014-05
2016-12-26,13:00:00,BROOKLYN,11235,40.580856,-73.93806,"(40.580856, -73.93806)",SHORE BOULEVARD                 ,OXFORD STREET,,2,0,2,0,0,0,0,0,Driver Inexperience,,,,,3588665,Station Wagon/Sport Utility Vehicle,,,,,13,2016,2016-12
2020-03-21,15:00:00,BROOKLYN,11207,40.679768,-73.894005,"(40.679768, -73.894005)",JAMAICA AVENUE                  ,BRADFORD STREET,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4303052,Sedan,Station Wagon/Sport Utility Vehicle,,,,15,2020,2020-03
2018-01-30,15:32:00,Unknown,,40.793816,-73.94012,"(40.793816, -73.94012)",EAST 111 STREET                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3839311,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,15,2018,2018-01
2019-03-27,08:15:00,Unknown,,40.625698,-73.99466,"(40.625698, -73.99466)",61 STREET                       ,15 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4107211,Sedan,,,,,8,2019,2019-03
2016-11-28,08:45:00,Unknown,,40.859203,-73.880844,"(40.859203, -73.880844)",SOUTHERN BOULEVARD              ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3568715,Taxi,Station Wagon/Sport Utility Vehicle,,,,8,2016,2016-11
2022-03-20,16:29:00,QUEENS,11385,40.692314,-73.88268,"(40.692314, -73.88268)",CYPRESS AVENUE,CYPRESS HILLS STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4512308,Sedan,Sedan,,,,16,2022,2022-03
2023-02-18,23:00:00,Unknown,,40.73706,-73.85266,"(40.73706, -73.85266)",LONG ISLAND EXPRESSWAY,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,Unspecified,,,4607731,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,,23,2023,2023-02
2016-08-19,16:30:00,Unknown,,40.639496,-74.13081,"(40.639496, -74.13081)",,,28        PARK AVENUE                   ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3504152,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,16,2016,2016-08
2023-02-18,04:32:00,BROOKLYN,11237,40.703667,-73.9269,"(40.703667, -73.9269)",KNICKERBOCKER AVENUE,JEFFERSON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4607308,Sedan,Station Wagon/Sport Utility Vehicle,,,,4,2023,2023-02
2022-11-30,00:25:00,Unknown,,40.827774,-73.945755,"(40.827774, -73.945755)",AMSTERDAM AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4585948,Bus,Station Wagon/Sport Utility Vehicle,,,,0,2022,2022-11
2020-08-13,15:05:00,BROOKLYN,11234,40.600777,-73.9126,"(40.600777, -73.9126)",,,2880      FLATBUSH AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4338200,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Pick-up Truck,,,15,2020,2020-08
2019-11-10,11:55:00,MANHATTAN,10032,40.84231,-73.93515,"(40.84231, -73.93515)",AMSTERDAM AVENUE                ,WEST 172 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4239125,Taxi,Station Wagon/Sport Utility Vehicle,,,,11,2019,2019-11
2017-05-01,10:38:00,BRONX,10462,40.84951,-73.86347,"(40.84951, -73.86347)",,,1968      BRONXDALE AVENUE              ,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3661296,Station Wagon/Sport Utility Vehicle,,,,,10,2017,2017-05
2014-11-24,18:00:00,Unknown,,,,,CLARENDON ROAD                  ,KINGS HIGHWAY                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2950662,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,18,2014,2014-11
2016-10-23,12:45:00,Unknown,,40.80545,-73.965775,"(40.80545, -73.965775)",BROADWAY                        ,,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3546059,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,12,2016,2016-10
2012-08-29,11:00:00,MANHATTAN,10016,40.746417,-73.9818325,"(40.746417, -73.9818325)",EAST 33 STREET                  ,PARK AVENUE                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,26642,PASSENGER VEHICLE,VAN,,,,11,2012,2012-08
2018-05-30,17:00:00,QUEENS,11385,40.709045,-73.89544,"(40.709045, -73.89544)",,,64-24     PALMETTO STREET               ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3911452,Station Wagon/Sport Utility Vehicle,Sedan,,,,17,2018,2018-05
2012-07-07,19:45:00,Unknown,,40.6655527,-73.7423809,"(40.6655527, -73.7423809)",,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,,,,,3016737,SPORT UTILITY / STATION WAGON,,,,,19,2012,2012-07
2019-12-30,17:36:00,Unknown,,40.588867,-73.801994,"(40.588867, -73.801994)",ROCKAWAY BEACH BOULEVARD        ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4266751,Sedan,Station Wagon/Sport Utility Vehicle,,,,17,2019,2019-12
2012-10-27,19:50:00,MANHATTAN,10016,40.7444983,-73.9811076,"(40.7444983, -73.9811076)",EAST 31 STREET                  ,LEXINGTON AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,33199,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,19,2012,2012-10
2024-08-24,02:25:00,Unknown,,40.840496,-73.94599,"(40.840496, -73.94599)",HENRY HUDSON PARKWAY,,,4,2,0,0,0,0,4,2,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,,4750210,Pick-up Truck,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,2,2024,2024-08
2017-04-02,21:15:00,BROOKLYN,11237,40.697495,-73.9154,"(40.697495, -73.9154)",,,255       LINDEN STREET                 ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3645066,Sedan,Station Wagon/Sport Utility Vehicle,,,,21,2017,2017-04
2024-08-13,10:00:00,BRONX,10460,40.835968,-73.87,"(40.835968, -73.87)",ROSEDALE AVENUE,CROSS BRONX EXPRESSWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4747859,Sedan,Sedan,,,,10,2024,2024-08
2025-02-03,09:40:00,BROOKLYN,11228,40.61613,-74.00818,"(40.61613, -74.00818)",14 AVE,80 ST,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4790234,Station Wagon/Sport Utility Vehicle,,,,,9,2025,2025-02
2023-10-07,22:12:00,BRONX,10472,40.829426,-73.86969,"(40.829426, -73.86969)",GLEASON AVENUE,NOBLE AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4671567,,,,,,22,2023,2023-10
2012-12-21,01:00:00,QUEENS,11692,40.5975062,-73.788374,"(40.5975062, -73.788374)",BEACH 58 STREET                 ,ALMEDA AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,,,,,202604,PASSENGER VEHICLE,,,,,1,2012,2012-12
2021-07-08,16:04:00,QUEENS,11105,40.777496,-73.90784,"(40.777496, -73.90784)",,,31-20     21 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4456682,Sedan,,,,,16,2021,2021-07
2017-09-25,07:00:00,BROOKLYN,11221,40.69369,-73.93121,"(40.69369, -73.93121)",DE KALB AVENUE                  ,REID AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3758704,Bus,,,,,7,2017,2017-09
2015-04-20,17:30:00,BRONX,10461,40.8441939,-73.829316,"(40.8441939, -73.829316)",HOBART AVENUE                   ,MIDDLETOWN ROAD                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3205772,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,17,2015,2015-04
2016-07-16,15:00:00,Unknown,,40.700417,-73.8288,"(40.700417, -73.8288)",JAMAICA AVENUE                  ,121 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3481522,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,15,2016,2016-07
2016-02-01,14:35:00,QUEENS,11691,40.601005,-73.7666769,"(40.601005, -73.7666769)",DWIGHT AVENUE                   ,BAY 31 STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3381575,SPORT UTILITY / STATION WAGON,UNKNOWN,,,,14,2016,2016-02
2013-07-28,19:10:00,BROOKLYN,11203,40.653267,-73.9392594,"(40.653267, -73.9392594)",ALBANY AVENUE                   ,LINDEN BOULEVARD                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,138706,SPORT UTILITY / STATION WAGON,UNKNOWN,,,,19,2013,2013-07
2018-06-18,08:42:00,Unknown,,40.628586,-73.92113,"(40.628586, -73.92113)",AVENUE J                        ,,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3923889,Sedan,Station Wagon/Sport Utility Vehicle,,,,8,2018,2018-06
2012-12-06,04:30:00,Unknown,,40.7710377,-73.8341189,"(40.7710377, -73.8341189)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3055968,SPORT UTILITY / STATION WAGON,UNKNOWN,,,,4,2012,2012-12
2023-04-27,15:44:00,QUEENS,11375,40.72201,-73.853485,"(40.72201, -73.853485)",YELLOWSTONE BOULEVARD,BURNS STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4627279,Sedan,Station Wagon/Sport Utility Vehicle,,,,15,2023,2023-04
2021-12-22,12:07:00,MANHATTAN,10019,40.76902,-73.98621,"(40.76902, -73.98621)",,,429       WEST 58 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4488789,Station Wagon/Sport Utility Vehicle,Box Truck,,,,12,2021,2021-12
2017-04-22,16:20:00,BROOKLYN,11201,40.68969,-73.99237,"(40.68969, -73.99237)",ATLANTIC AVENUE                 ,COURT STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Passing or Lane Usage Improper,,,,3667826,Ambulance,Station Wagon/Sport Utility Vehicle,,,,16,2017,2017-04
2015-03-28,08:25:00,MANHATTAN,10065,40.7618573,-73.9634255,"(40.7618573, -73.9634255)",2 AVENUE                        ,EAST 61 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3193429,LIVERY VEHICLE,TAXI,,,,8,2015,2015-03
2021-11-18,23:00:00,MANHATTAN,10013,40.72255,-74.00631,"(40.72255, -74.00631)",VARICK STREET,CANAL STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4479226,Pick-up Truck,Sedan,,,,23,2021,2021-11
2017-04-06,20:00:00,Unknown,,40.5983,-73.94149,"(40.5983, -73.94149)",NOSTRAND AVENUE                 ,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3646291,Station Wagon/Sport Utility Vehicle,,,,,20,2017,2017-04
2014-12-04,18:45:00,MANHATTAN,10016,40.7456822,-73.9721247,"(40.7456822, -73.9721247)",EAST 37 STREET                  ,1 AVENUE                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3131005,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,18,2014,2014-12
2018-01-18,20:44:00,BRONX,10461,40.842995,-73.83875,"(40.842995, -73.83875)",,,1240      WATERS PLACE                  ,0,0,0,0,0,0,0,0,Alcohol Involvement,Other Vehicular,,,,3831793,Station Wagon/Sport Utility Vehicle,Sedan,,,,20,2018,2018-01
2024-09-16,22:00:00,MANHATTAN,10032,40.83723,-73.93884,"(40.83723, -73.93884)",WEST 164 STREET,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4761908,Station Wagon/Sport Utility Vehicle,AMBULANCE,,,,22,2024,2024-09
2019-04-29,17:55:00,QUEENS,11432,40.71652,-73.774254,"(40.71652, -73.774254)",188 STREET                      ,87 ROAD,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,4122851,Sedan,Sedan,Sedan,,,17,2019,2019-04
2015-12-03,11:30:00,MANHATTAN,10019,40.7643229,-73.977196,"(40.7643229, -73.977196)",WEST 57 STREET                  ,6 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3345825,TAXI,TAXI,,,,11,2015,2015-12
2017-03-21,08:30:00,MANHATTAN,10010,40.74304,-73.9885,"(40.74304, -73.9885)",,,206       5 AVENUE                      ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3636732,Station Wagon/Sport Utility Vehicle,Sedan,,,,8,2017,2017-03
2020-12-01,18:40:00,QUEENS,11004,40.750885,-73.71774,"(40.750885, -73.71774)",260 STREET                      ,73 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,4372362,Station Wagon/Sport Utility Vehicle,Sedan,,,,18,2020,2020-12
2018-08-06,09:20:00,MANHATTAN,10038,40.708755,-73.99868,"(40.708755, -73.99868)",,,181       SOUTH STREET                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3958026,Station Wagon/Sport Utility Vehicle,,,,,9,2018,2018-08
2017-08-27,22:40:00,BRONX,10457,40.848045,-73.89934,"(40.848045, -73.89934)",,,4221      PARK AVENUE                   ,0,0,0,0,0,0,0,0,Other Vehicular,Passing Too Closely,,,,3741133,Station Wagon/Sport Utility Vehicle,,,,,22,2017,2017-08
2013-12-04,17:55:00,Unknown,,,,,LITTLE NECK PARKWAY             ,GRAND CENTRAL PARKWAY N SVC RD  ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,263358,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,17,2013,2013-12
2019-02-24,17:02:00,Unknown,,40.84211,-73.82557,"(40.84211, -73.82557)",BRUCKNER EXPRESSWAY             ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4087983,Sedan,Box Truck,Station Wagon/Sport Utility Vehicle,,,17,2019,2019-02
2013-09-24,23:00:00,BROOKLYN,11220,40.6420267,-73.9991748,"(40.6420267, -73.9991748)",46 STREET                       ,9 AVENUE                        ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,133530,PASSENGER VEHICLE,BICYCLE,,,,23,2013,2013-09
